,#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng,Funding
905,2315,IronNet,Washington DC,USA,North America,90,2022-06-22,35.0,257,167,Security,Post-IPO,$410,2022,38.89511,-77.03637,410.0
906,2317,IronNet,Washington DC,USA,North America,55,2022-06-22,17.0,324,269,Security,Post-IPO,$410,2022,38.89511,-77.03637,410.0
907,2319,Superpedestrian,Boston,USA,North America,35,2022-06-22,7.0,500,465,Transportation,Series C,$261,2022,42.35843,-71.05977,261.0
908,2320,Voi,Stockholm,Sweden,Europe,35,2022-06-22,10.0,350,315,Transportation,Series D,$515,2022,59.32938,18.06871,515.0
909,2322,Ritual,Toronto,Canada,North America,23,2022-06-22,16.0,144,121,Food,Series C,$134,2022,43.70643,-79.39864,134.0
910,2325,Ebanx,Curitiba,Brazil,South America,340,2022-06-21,20.0,1700,1360,Finance,Series B,$460,2022,-25.42778,-49.27306,460.0
911,2327,Community,Los Angeles,USA,North America,40,2022-06-21,30.0,133,93,Marketing,Unknown,$40,2022,34.05223,-118.24368,40.0
912,2328,Sourcegraph,San Francisco Bay Area,USA,North America,24,2022-06-21,8.0,300,276,Product,Series D,$248,2022,37.77493,-122.41942,248.0
913,2333,SummerBio,San Francisco Bay Area,USA,North America,101,2022-06-20,100.0,101,0,Healthcare,Unknown,$7,2022,37.45383,-122.18219,7.0
914,2334,Trax,Singapore,Singapore,Asia,100,2022-06-20,12.0,833,733,Retail,Series E,$1000,2022,1.28967,103.85007,1000.0
915,2335,Aqgromalin,Chennai,India,Asia,80,2022-06-20,30.0,267,187,Food,Unknown,$12,2022,13.08784,80.27847,12.0
916,2336,Bonsai,Toronto,Canada,North America,30,2022-06-20,55.0,55,25,Retail,Series A,$27,2022,43.70643,-79.39864,27.0
917,2337,Brighte,Sydney,Australia,Australia,30,2022-06-20,15.0,200,170,Energy,Series C,$145,2022,-33.86785,151.20732,145.0
918,2340,CityMall,Gurugram,India,Asia,191,2022-06-19,30.0,637,446,Retail,Series C,$112,2022,28.4601,77.02635,112.0
919,2341,BitOasis,Dubai,United Arabian Emirates,Asia,9,2022-06-19,5.0,180,171,Crypto,Series B,$30,2022,25.07725,55.30927,30.0
920,2342,Unacademy,Bengaluru,India,Asia,150,2022-06-18,3.0,5000,4850,Education,Series H,$838,2022,12.97194,77.59369,838.0
921,2344,Socure,Reno,USA,North America,69,2022-06-17,13.0,531,462,Finance,Series E,$646,2022,39.52963,-119.8138,646.0
922,2345,Finite State,Columbus,USA,North America,16,2022-06-17,20.0,80,64,Security,Series B,$49,2022,39.96118,-82.99879,49.0
923,2346,JOKR,New York City,USA,North America,50,2022-06-16,5.0,1000,950,Food,Series B,$430,2022,40.71427,-74.00597,430.0
924,2347,Zumper,San Francisco Bay Area,USA,North America,45,2022-06-16,15.0,300,255,Real Estate,Series D,$178,2022,37.77493,-122.41942,178.0
925,2350,Swappie,Helsinki,Finland,Europe,250,2022-06-15,17.0,1471,1221,Retail,Series C,$169,2022,60.16952,24.93545,169.0
926,2351,Wealthsimple,Toronto,Canada,North America,159,2022-06-15,13.0,1223,1064,Finance,Unknown,$900,2022,43.70643,-79.39864,900.0
927,2352,Weee!,Fremont,USA,North America,150,2022-06-15,10.0,1500,1350,Food,Series E,$863,2022,33.66946,-117.82311,863.0
928,2353,Notarize,Boston,USA,North America,110,2022-06-15,25.0,440,330,Legal,Series D,$213,2022,42.35843,-71.05977,213.0
929,2355,Tonkean,San Francisco Bay Area,USA,North America,23,2022-06-15,23.0,100,77,Other,Series B,$83,2022,37.77493,-122.41942,83.0
930,2357,OpenWeb,Tel Aviv,Israel,Asia,14,2022-06-15,5.0,280,266,Media,Series E,$223,2022,32.08088,34.78057,223.0
931,2358,Swyft,Toronto,Canada,North America,10,2022-06-15,30.0,33,23,Logistics,Series A,$20,2022,43.70643,-79.39864,20.0
932,2361,Coinbase,San Francisco Bay Area,USA,North America,1100,2022-06-14,18.0,6111,5011,Crypto,Post-IPO,$549,2022,37.77493,-122.41942,549.0
933,2362,Redfin,Seattle,USA,North America,470,2022-06-14,8.0,5875,5405,Real Estate,Post-IPO,$319,2022,47.60621,-122.33207,319.0
934,2363,Compass,New York City,USA,North America,450,2022-06-14,10.0,4500,4050,Real Estate,Post-IPO,1600,2022,40.71427,-74.00597,600.0
935,2364,Sami,Sao Paulo,Brazil,South America,75,2022-06-14,15.0,500,425,Healthcare,Unknown,$36,2022,-23.5475,-46.63611,36.0
936,2365,Breathe,New Delhi,India,Asia,50,2022-06-14,33.0,152,102,Healthcare,Series A,$6,2022,28.65195,77.23149,6.0
937,2367,TIFIN,Boulder,USA,North America,24,2022-06-14,10.0,240,216,Crypto,Series D,$204,2022,40.01499,-105.27055,204.0
938,2370,BlockFi,New York City,USA,North America,250,2022-06-13,20.0,1250,1000,Crypto,Series E,$1000,2022,40.71427,-74.00597,1000.0
939,2371,Wave Sports and Entertainment,Los Angeles,USA,North America,56,2022-06-13,33.0,170,114,Media,Series B,$65,2022,34.05223,-118.24368,65.0
940,2372,Studio,San Francisco Bay Area,USA,North America,33,2022-06-13,40.0,83,50,Education,Series B,$50,2022,37.77493,-122.41942,50.0
941,2375,Crypto.com,Singapore,Singapore,Asia,260,2022-06-10,5.0,5200,4940,Crypto,Unknown,$156,2022,1.28967,103.85007,156.0
942,2376,FarEye,New Delhi,India,Asia,250,2022-06-10,30.0,833,583,Logistics,Series E,$150,2022,28.65195,77.23149,150.0
943,2377,Berlin Brands Group,Berlin,Germany,Europe,100,2022-06-10,10.0,1000,900,Retail,Unknown,$1000,2022,52.52437,13.41053,1000.0
944,2378,Sanar,Sao Paulo,Brazil,South America,60,2022-06-10,20.0,300,240,Healthcare,Unknown,$11,2022,-23.5475,-46.63611,11.0
945,2379,Freetrade,London,United Kingdom,Europe,45,2022-06-10,15.0,300,255,Finance,Unknown,$133,2022,51.50853,-0.12574,133.0
946,2380,Albert,Los Angeles,USA,North America,20,2022-06-10,8.0,250,230,Finance,Series C,$175,2022,34.05223,-118.24368,175.0
947,2384,OneTrust,Atlanta,USA,North America,950,2022-06-09,25.0,3800,2850,Security,Series C,$926,2022,33.749,-84.38798,926.0
948,2385,Stitch Fix,San Francisco Bay Area,USA,North America,330,2022-06-09,15.0,2200,1870,Retail,Post-IPO,$79,2022,37.77493,-122.41942,79.0
949,2387,Convoy,Seattle,USA,North America,90,2022-06-09,7.0,1286,1196,Logistics,Series E,$1100,2022,47.60621,-122.33207,1100.0
950,2388,Hologram,Chicago,USA,North America,80,2022-06-09,40.0,200,120,Infrastructure,Series B,$82,2022,41.85003,-87.65005,82.0
951,2389,Boozt,Malmö,Sweden,Europe,70,2022-06-09,5.0,1400,1330,Retail,Post-IPO,$56,2022,55.60587,13.00073,56.0
952,2390,The Grommet,Boston,USA,North America,40,2022-06-09,100.0,40,0,Retail,Acquired,$5,2022,42.35843,-71.05977,5.0
953,2391,Stashaway,Singapore,Singapore,Asia,31,2022-06-09,14.0,221,190,Finance,Series D,$61,2022,1.28967,103.85007,61.0
954,2392,Preply,Boston,USA,North America,26,2022-06-09,5.0,520,494,Education,Series C,$100,2022,42.35843,-71.05977,100.0
955,2396,Sonder,San Francisco Bay Area,USA,North America,250,2022-06-08,21.0,1190,940,Travel,Post-IPO,$839,2022,37.77493,-122.41942,839.0
956,2398,Truepill,San Francisco Bay Area,USA,North America,150,2022-06-08,15.0,1000,850,Healthcare,Series D,$255,2022,37.66882,-122.0808,255.0
957,2399,iPrice Group,Kuala Lumpur,Malaysia,Asia,50,2022-06-08,20.0,250,200,Retail,Unknown,$26,2022,3.1412,101.68653,26.0
958,2401,Cazoo,London,United Kingdom,Europe,750,2022-06-07,15.0,5000,4250,Transportation,Post-IPO,$2000,2022,51.50853,-0.12574,2000.0
959,2402,Cazoo,London,United Kingdom,Europe,750,2022-06-07,15.0,5000,4250,Transportation,Post-IPO,2000,2022,51.50853,-0.12574,0.0
960,2403,Rupeek,Bengaluru,India,Asia,180,2022-06-07,15.0,1200,1020,Finance,Unknown,$172,2022,12.97194,77.59369,172.0
961,2405,Bird,Los Angeles,USA,North America,138,2022-06-07,23.0,600,462,Transportation,Post-IPO,$783,2022,34.05223,-118.24368,783.0
962,2412,Dutchie,Bend,USA,North America,50,2022-06-06,7.0,714,664,Other,Series D,$603,2022,44.05817,-121.31531,603.0
963,2418,Superhuman,San Francisco Bay Area,USA,North America,23,2022-06-03,22.0,105,82,Consumer,Series C,$108,2022,37.77493,-122.41942,108.0
964,2419,Food52,New York City,USA,North America,21,2022-06-03,15.0,140,119,Food,Acquired,$176,2022,40.71427,-74.00597,176.0
965,2423,Carbon Health,San Francisco Bay Area,USA,North America,250,2022-06-02,8.0,3125,2875,Healthcare,Series D,$522,2022,37.77493,-122.41942,522.0
966,2425,PolicyGenius,New York City,USA,North America,170,2022-06-02,25.0,680,510,Finance,Series E,$286,2022,40.71427,-74.00597,286.0
967,2426,Yojak,Gurugram,India,Asia,140,2022-06-02,50.0,280,140,Construction,Seed,$3,2022,28.4601,77.02635,3.0
968,2428,Gemini,New York City,USA,North America,100,2022-06-02,10.0,1000,900,Crypto,Unknown,$423,2022,40.71427,-74.00597,423.0
969,2429,Stord,Atlanta,USA,North America,59,2022-06-02,8.0,738,679,Logistics,Series D,$325,2022,33.749,-84.38798,325.0
970,2430,Gather,San Francisco Bay Area,USA,North America,30,2022-06-02,33.0,91,61,Consumer,Series B,$76,2022,37.44188,-122.14302,76.0
971,2432,IRL,San Francisco Bay Area,USA,North America,25,2022-06-02,25.0,100,75,Consumer,Series C,$197,2022,37.77493,-122.41942,197.0
972,2437,Cybereason,Boston,USA,North America,100,2022-06-01,6.0,1667,1567,Security,Series F,$750,2022,42.35843,-71.05977,750.0
973,2438,Udayy,Gurugram,India,Asia,100,2022-06-01,100.0,100,0,Education,Seed,$2,2022,28.4601,77.02635,2.0
974,2439,2TM,Sao Paulo,Brazil,South America,90,2022-06-01,12.0,750,660,Crypto,Unknown,$250,2022,-23.5475,-46.63611,250.0
975,2440,Curve,London,United Kingdom,Europe,65,2022-06-01,10.0,650,585,Finance,Series C,$182,2022,51.50853,-0.12574,182.0
976,2441,Loom,San Francisco Bay Area,USA,North America,34,2022-06-01,14.0,243,209,Product,Series C,$203,2022,37.77493,-122.41942,203.0
977,2443,Impala,London,United Kingdom,Europe,30,2022-06-01,35.0,86,56,Travel,Series B,$32,2022,51.50853,-0.12574,32.0
978,2449,Tomo,Stamford,USA,North America,44,2022-05-31,33.0,133,89,Finance,Series A,$110,2022,41.05343,-73.53873,110.0
979,2451,BookClub,Salt Lake City,USA,North America,12,2022-05-31,25.0,48,36,Education,Series A,$26,2022,40.76078,-111.89105,26.0
980,2453,SWVL,Dubai,United Arabian Emirates,Asia,400,2022-05-30,32.0,1250,850,Transportation,Post-IPO,$132,2022,25.07725,55.30927,132.0
981,2454,Mobile Premier League,Bengaluru,India,Asia,100,2022-05-30,10.0,1000,900,Consumer,Series E,$375,2022,12.97194,77.59369,375.0
982,2455,SumUp,Sao Paulo,Brazil,South America,100,2022-05-30,3.0,3333,3233,Finance,Unknown,$50,2022,-23.5475,-46.63611,50.0
983,2457,FrontRow,Bengaluru,India,Asia,145,2022-05-27,30.0,483,338,Education,Series A,$17,2022,12.97194,77.59369,17.0
984,2459,Uncapped,London,United Kingdom,Europe,29,2022-05-27,26.0,112,83,Finance,Unknown,$118,2022,51.50853,-0.12574,118.0
985,2463,VTEX,Sao Paulo,Brazil,South America,200,2022-05-26,13.0,1538,1338,Retail,Post-IPO,$365,2022,-23.5475,-46.63611,365.0
986,2464,Bitso,Mexico City,Mexico,North America,80,2022-05-26,11.0,727,647,Crypto,Series C,$378,2022,19.42847,-99.12766,378.0
987,2467,Lacework,San Francisco Bay Area,USA,North America,300,2022-05-25,20.0,1500,1200,Security,Series D,$1900,2022,37.38605,-122.08385,1900.0
988,2468,Bolt,San Francisco Bay Area,USA,North America,240,2022-05-25,27.0,889,649,Finance,Series E,$1300,2022,37.77493,-122.41942,1300.0
989,2470,Kontist,Berlin,Germany,Europe,50,2022-05-25,25.0,200,150,Finance,Series B,$53,2022,52.52437,13.41053,53.0
990,2471,Nuri,Berlin,Germany,Europe,45,2022-05-25,20.0,225,180,Finance,Series B,$42,2022,52.52437,13.41053,42.0
991,2472,Coterie Insurance,Cincinnati,USA,North America,30,2022-05-25,20.0,150,120,Finance,Series B,$70,2022,39.12711,-84.51439,70.0
992,2476,Gorillas,Berlin,Germany,Europe,300,2022-05-24,50.0,600,300,Food,Series C,$1300,2022,52.52437,13.41053,1300.0
993,2479,Klarna,Stockholm,Sweden,Europe,700,2022-05-23,10.0,7000,6300,Finance,Unknown,$3700,2022,59.32938,18.06871,3700.0
994,2481,Buenbit,Buenos Aires,Argentina,South America,80,2022-05-23,45.0,178,98,Crypto,Series A,$11,2022,-34.61315,-58.37723,11.0
995,2482,BeyondMinds,Tel Aviv,Israel,Asia,65,2022-05-23,100.0,65,0,Data,Series A,$16,2022,32.08088,34.78057,16.0
996,2483,ClickUp,San Diego,USA,North America,60,2022-05-23,7.0,857,797,Other,Series C,$537,2022,32.71571,-117.16472,537.0
997,2484,Airtime,New York City,USA,North America,30,2022-05-23,20.0,150,120,Consumer,Series B,$33,2022,40.71427,-74.00597,33.0
998,2486,MFine,Bengaluru,India,Asia,600,2022-05-21,75.0,800,200,Healthcare,Series C,$97,2022,12.97194,77.59369,97.0
999,2487,Latch,New York City,USA,North America,130,2022-05-20,28.0,464,334,Security,Post-IPO,$342,2022,40.71427,-74.00597,342.0
1000,2488,Outside,Boulder,USA,North America,87,2022-05-20,15.0,580,493,Media,Series B,$174,2022,40.01499,-105.27055,174.0
1001,2489,Skillz,San Francisco Bay Area,USA,North America,70,2022-05-20,10.0,700,630,Consumer,Post-IPO,$287,2022,37.77493,-122.41942,287.0
1002,2490,Cars24,Gurugram,India,Asia,600,2022-05-19,6.0,10000,9400,Transportation,Series G,$1300,2022,28.4601,77.02635,1300.0
1003,2491,Vedantu,Bengaluru,India,Asia,424,2022-05-18,7.0,6057,5633,Education,Series E,$292,2022,12.97194,77.59369,292.0
1004,2492,Netflix,San Francisco Bay Area,USA,North America,150,2022-05-17,1.0,15000,14850,Media,Post-IPO,$121900,2022,37.22661,-121.97468,121900.0
1005,2493,Kry,Stockholm,Sweden,Europe,100,2022-05-17,10.0,1000,900,Healthcare,Series D,$568,2022,59.32938,18.06871,568.0
1006,2494,Picsart,Miami,USA,North America,90,2022-05-17,8.0,1125,1035,Consumer,Series C,$195,2022,25.77427,-80.19366,195.0
1007,2495,Zak,Sao Paulo,Brazil,South America,100,2022-05-16,40.0,250,150,Food,Series A,$29,2022,-23.5475,-46.63611,29.0
1008,2497,AliExpress Russia,Moscow,Russia,Europe,400,2022-05-14,40.0,1000,600,Retail,Acquired,$60,2022,55.75222,37.61556,60.0
1009,2504,DataRobot,Boston,USA,North America,70,2022-05-11,7.0,1000,930,Data,Series G,$1000,2022,42.35843,-71.05977,1000.0
1010,2505,Carvana,Phoenix,USA,North America,2500,2022-05-10,12.0,20833,18333,Transportation,Post-IPO,1600,2022,33.44838,-112.07404,600.0
1011,2506,Doma,San Francisco Bay Area,USA,North America,310,2022-05-10,15.0,2067,1757,Finance,Post-IPO,$679,2022,37.77493,-122.41942,679.0
1012,2507,Pollen,London,United Kingdom,Europe,200,2022-05-10,33.0,606,406,Travel,Series C,$238,2022,51.50853,-0.12574,238.0
1013,2508,Latch,New York City,USA,North America,30,2022-05-10,6.0,500,470,Security,Post-IPO,$342,2022,40.71427,-74.00597,342.0
1014,2509,Meero,Paris,France,Europe,350,2022-05-09,50.0,700,350,Other,Series C,$293,2022,48.85341,2.3488,293.0
1015,2510,Vroom,New York City,USA,North America,270,2022-05-09,14.0,1929,1659,Transportation,Post-IPO,1300,2022,40.71427,-74.00597,300.0
1016,2511,Reef,Miami,USA,North America,750,2022-05-06,5.0,15000,14250,Transportation,Unknown,1500,2022,25.77427,-80.19366,500.0
1017,2513,Vedantu,Bengaluru,India,Asia,200,2022-05-05,3.0,6667,6467,Education,Series E,$292,2022,12.97194,77.59369,292.0
1018,2515,Mural,San Francisco Bay Area,USA,North America,90,2022-05-05,10.0,900,810,Product,Series C,$192,2022,37.77493,-122.41942,192.0
1019,2516,On Deck,San Francisco Bay Area,USA,North America,72,2022-05-05,25.0,288,216,Education,Series A,$20,2022,37.77493,-122.41942,20.0
1020,2517,SEND,Sydney,Australia,Australia,300,2022-05-04,100.0,300,0,Food,Seed,$3,2022,-33.86785,151.20732,3.0
1021,2519,Cameo,Chicago,USA,North America,87,2022-05-04,25.0,348,261,Consumer,Unknown,$165,2022,41.85003,-87.65005,165.0
1022,2520,Mainstreet,San Francisco Bay Area,USA,North America,45,2022-05-04,30.0,150,105,Finance,Series A,$64,2022,37.77493,-122.41942,64.0
1023,2525,Avo,Tel Aviv,Israel,Asia,500,2022-05-01,67.0,746,246,Food,Series B,$45,2022,32.08088,34.78057,45.0
1024,2527,Domestika,San Francisco Bay Area,USA,North America,150,2022-04-28,19.0,789,639,Education,Series D,$130,2022,37.87159,-122.27275,130.0
1025,2530,Robinhood,San Francisco Bay Area,USA,North America,340,2022-04-26,9.0,3778,3438,Finance,Post-IPO,$5600,2022,37.45383,-122.18219,5600.0
1026,2531,Bonsai,Toronto,Canada,North America,29,2022-04-26,34.0,85,56,Retail,Series A,$27,2022,43.70643,-79.39864,27.0
1027,2534,Xiaohongshu,Shanghai,China,Asia,180,2022-04-21,9.0,2000,1820,Consumer,Series E,$917,2022,31.22222,121.45806,917.0
1028,2535,Facily,Sao Paulo,Brazil,South America,260,2022-04-20,30.0,867,607,Retail,Series D,$502,2022,-23.5475,-46.63611,502.0
1029,2537,Blend,San Francisco Bay Area,USA,North America,200,2022-04-19,10.0,2000,1800,Finance,Post-IPO,$665,2022,37.77493,-122.41942,665.0
1030,2538,QuintoAndar,Sao Paulo,Brazil,South America,160,2022-04-19,4.0,4000,3840,Real Estate,Series E,$755,2022,-23.5475,-46.63611,755.0
1031,2544,Ahead,San Francisco Bay Area,USA,North America,44,2022-04-14,100.0,44,0,Healthcare,Unknown,$9,2022,37.77493,-122.41942,9.0
1032,2546,Rad Power Bikes,Seattle,USA,North America,100,2022-04-12,14.0,714,614,Transportation,Series D,$329,2022,47.60621,-122.33207,329.0
1033,2548,Food52,New York City,USA,North America,20,2022-04-08,10.0,200,180,Food,Acquired,$176,2022,40.71427,-74.00597,176.0
1034,2549,Unacademy,Bengaluru,India,Asia,1000,2022-04-07,17.0,5882,4882,Education,Series H,$838,2022,12.97194,77.59369,838.0
1035,2554,Legible,Vancouver,Canada,North America,23,2022-04-04,38.0,61,38,Media,Post-IPO,$3,2022,49.24966,-123.11934,3.0
1036,2557,Rasa,Berlin,Germany,Europe,59,2022-03-30,40.0,148,89,Data,Series B,$40,2022,52.52437,13.41053,40.0
1037,2558,Gopuff,Philadelphia,USA,North America,450,2022-03-29,3.0,15000,14550,Food,Series H,$3400,2022,39.95238,-75.16362,3400.0
1038,2559,Thinkific,Vancouver,Canada,North America,100,2022-03-29,20.0,500,400,Education,Post-IPO,$22,2022,49.24966,-123.11934,22.0
1039,2562,Storytel,Stockholm,Sweden,Europe,100,2022-03-17,10.0,1000,900,Media,Post-IPO,$275,2022,59.32938,18.06871,275.0
1040,2564,Trell,Bengaluru,India,Asia,300,2022-03-15,50.0,600,300,Retail,Series B,$62,2022,12.97194,77.59369,62.0
1041,2565,Knock,New York City,USA,North America,115,2022-03-15,46.0,250,135,Real Estate,Unknown,$654,2022,40.71427,-74.00597,654.0
1042,2568,Better.com,New York City,USA,North America,3000,2022-03-08,33.0,9091,6091,Real Estate,Unknown,$905,2022,40.71427,-74.00597,905.0
1043,2569,Adaptive Biotechnology,Seattle,USA,North America,100,2022-03-08,12.0,833,733,Healthcare,Post-IPO,$406,2022,47.60621,-122.33207,406.0
1044,2570,Hyperscience,New York City,USA,North America,100,2022-03-03,25.0,400,300,Data,Series E,$289,2022,40.71427,-74.00597,289.0
1045,2572,Wish,San Francisco Bay Area,USA,North America,190,2022-03-01,15.0,1267,1077,Retail,Post-IPO,$1600,2022,37.77493,-122.41942,1600.0
1046,2576,Virgin Hyperloop,Los Angeles,USA,North America,111,2022-02-21,50.0,222,111,Transportation,Unknown,$368,2022,34.05223,-118.24368,368.0
1047,2578,Liv Up,Sao Paulo,Brazil,South America,100,2022-02-16,15.0,667,567,Food,Series D,$118,2022,-23.5475,-46.63611,118.0
1048,2579,Homie,Salt Lake City,USA,North America,119,2022-02-14,29.0,410,291,Real Estate,Series B,$35,2022,40.76078,-111.89105,35.0
1049,2580,Hopin,London,United Kingdom,Europe,138,2022-02-10,12.0,1150,1012,Other,Series D,$1000,2022,51.50853,-0.12574,1000.0
1050,2581,Daily Harvest,New York City,USA,North America,60,2022-02-10,20.0,300,240,Food,Series D,$120,2022,40.71427,-74.00597,120.0
1051,2582,Peloton,New York City,USA,North America,2800,2022-02-08,20.0,14000,11200,Fitness,Post-IPO,1900,2022,40.71427,-74.00597,900.0
1052,2584,Rhino,New York City,USA,North America,57,2022-02-03,20.0,285,228,Real Estate,Unknown,$133,2022,40.71427,-74.00597,133.0
1053,2585,Gopuff,Philadelphia,USA,North America,100,2022-01-26,0.6622516556291391,15100,15000,Food,Series H,$3400,2022,39.95238,-75.16362,3400.0
1054,2586,Glossier,New York City,USA,North America,80,2022-01-26,33.0,242,162,Consumer,Series E,$266,2022,40.71427,-74.00597,266.0
1055,2590,Delivery Hero,Berlin,Germany,Europe,300,2021-12-22,6.976744186046512,4300,4000,Food,Post-IPO,8300,2021,52.52437,13.41053,300.0
1056,2592,Better.com,New York City,USA,North America,900,2021-12-01,9.0,10000,9100,Real Estate,Unknown,$905,2021,40.71427,-74.00597,905.0
1057,2593,BitTitan,Seattle,USA,North America,70,2021-11-18,27.0,259,189,Data,Acquired,$46,2021,47.60621,-122.33207,46.0
1058,2594,Zillow,Seattle,USA,North America,2000,2021-11-02,25.0,8000,6000,Real Estate,Post-IPO,$97,2021,47.60621,-122.33207,97.0
1059,2600,Treehouse,Portland,USA,North America,41,2021-09-14,90.0,46,5,Education,Series B,$12,2021,45.52345,-122.67621,12.0
1060,2603,Flockjay,San Francisco Bay Area,USA,North America,37,2021-08-24,50.0,74,37,Education,Series A,$14,2021,37.77493,-122.41942,14.0
1061,2606,Katerra,San Francisco Bay Area,USA,North America,2434,2021-06-01,100.0,2434,0,Construction,Unknown,$1600,2021,37.45383,-122.18219,1600.0
1062,2611,New Relic,San Francisco Bay Area,USA,North America,160,2021-04-06,7.0,2286,2126,Infrastructure,Post-IPO,$215,2021,37.77493,-122.41942,215.0
1063,2618,Bounce,Bengaluru,India,Asia,200,2021-02-22,40.0,500,300,Transportation,Series D,$214,2021,12.97194,77.59369,214.0
1064,2622,Quandoo,Berlin,Germany,Europe,87,2021-02-03,20.0,435,348,Food,Acquired,$39,2021,52.52437,13.41053,39.0
