,#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng,Funding
712,1887,Patreon,San Francisco Bay Area,USA,North America,80,2022-09-13,17.0,471,391,Media,Series F,$413,2022,37.77493,-122.41942,413.0
713,1892,Compete,Tel Aviv,Israel,Asia,11,2022-09-12,28.0,39,28,HR,Series A,$17,2022,32.08088,34.78057,17.0
714,1906,Pomelo Fashion,Bangkok,Thailand,Asia,55,2022-09-08,8.0,688,633,Retail,Unknown,$120,2022,13.75398,100.50144,120.0
715,1910,Simple Feast,Copenhagen,Denmark,Europe,150,2022-09-07,100.0,150,0,Food,Unknown,$173,2022,55.67594,12.56553,173.0
716,1914,Intercom,San Francisco Bay Area,USA,North America,49,2022-09-07,5.0,980,931,Support,Series D,$240,2022,37.77493,-122.41942,240.0
717,1915,Pendo,Raleigh,USA,North America,45,2022-09-07,5.0,900,855,Product,Series F,$469,2022,35.7721,-78.63861,469.0
718,1916,Demandbase,San Francisco Bay Area,USA,North America,27,2022-09-07,3.0,900,873,Sales,Series H,$143,2022,37.77493,-122.41942,143.0
719,1920,Brave Care,Portland,USA,North America,40,2022-09-06,33.0,121,81,Healthcare,Series B,$42,2022,45.52345,-122.67621,42.0
720,1921,Lawgeex,Tel Aviv,Israel,Asia,30,2022-09-06,33.0,91,61,Legal,Series C,$41,2022,32.08088,34.78057,41.0
721,1924,Kuda,Lagos,Nigeria,Africa,23,2022-09-02,5.0,460,437,Finance,Series B,$91,2022,6.45407,3.39467,91.0
722,1927,2TM,Sao Paulo,Brazil,South America,100,2022-09-01,15.0,667,567,Crypto,Unknown,$250,2022,-23.5475,-46.63611,250.0
723,1928,Innovaccer,San Francisco Bay Area,USA,North America,90,2022-09-01,8.0,1125,1035,Healthcare,Series E,$379,2022,37.77493,-122.41942,379.0
724,1930,Urban Sports Club,Berlin,Germany,Europe,55,2022-09-01,15.0,367,312,Fitness,Unknown,$95,2022,52.52437,13.41053,95.0
725,1932,Snap,Los Angeles,USA,North America,1280,2022-08-31,20.0,6400,5120,Consumer,Post-IPO,$4900,2022,34.05223,-118.24368,4900.0
726,1933,GoodRx,Los Angeles,USA,North America,140,2022-08-31,16.0,875,735,Healthcare,Post-IPO,$910,2022,34.05223,-118.24368,910.0
727,1934,Smava,Berlin,Germany,Europe,100,2022-08-31,10.0,1000,900,Finance,Unknown,$188,2022,52.52437,13.41053,188.0
728,1935,Hippo Insurance,San Francisco Bay Area,USA,North America,70,2022-08-31,10.0,700,630,Finance,Post-IPO,$1300,2022,37.44188,-122.14302,1300.0
729,1938,TCR2,Boston,USA,North America,30,2022-08-31,20.0,150,120,Healthcare,Post-IPO,$173,2022,42.35843,-71.05977,173.0
730,1939,Apartment List,San Francisco Bay Area,USA,North America,29,2022-08-31,10.0,290,261,Real Estate,Series D,$169,2022,37.77493,-122.41942,169.0
731,1945,Immersive Labs,Bristol,United Kingdom,Europe,38,2022-08-30,10.0,380,342,Security,Series C,$123,2022,51.45523,-2.59665,123.0
732,1948,54gene,Washington DC,USA,North America,95,2022-08-29,30.0,317,222,Healthcare,Series B,$44,2022,38.89511,-77.03637,44.0
733,1954,Argyle,New York City,USA,North America,20,2022-08-26,7.0,286,266,Finance,Series B,$78,2022,40.71427,-74.00597,78.0
734,1960,Reali,San Francisco Bay Area,USA,North America,140,2022-08-24,100.0,140,0,Real Estate,Series B,$117,2022,37.77493,-122.41942,117.0
735,1961,Loop,Washington DC,USA,North America,15,2022-08-24,20.0,75,60,Finance,Series A,$24,2022,38.89511,-77.03637,24.0
736,1963,Tier Mobility,Berlin,Germany,Europe,180,2022-08-23,16.0,1125,945,Transportation,Series D,$646,2022,52.52437,13.41053,646.0
737,1964,Packable,New York City,USA,North America,138,2022-08-23,20.0,690,552,Retail,Unknown,$472,2022,40.71427,-74.00597,472.0
738,1965,Q4,Toronto,Canada,North America,50,2022-08-23,8.0,625,575,Other,Series C,$91,2022,43.70643,-79.39864,91.0
739,1966,Skedulo,San Francisco Bay Area,USA,North America,31,2022-08-23,8.0,388,357,HR,Series C,$114,2022,37.77493,-122.41942,114.0
740,1967,Plato,San Francisco Bay Area,USA,North America,29,2022-08-23,50.0,58,29,HR,Seed,$3,2022,37.77493,-122.41942,3.0
741,1968,DataRobot,Boston,USA,North America,242,2022-08-23,26.0,930,688,Data,Series G,$1000,2022,42.35843,-71.05977,1000.0
742,1973,NSO,Tel Aviv,Israel,Asia,100,2022-08-21,14.0,714,614,Security,Seed,$1,2022,32.08088,34.78057,1.0
743,1974,Tufin,Boston,USA,North America,55,2022-08-21,10.0,550,495,Security,Acquired,$21,2022,42.35843,-71.05977,21.0
744,1975,Amperity,Seattle,USA,North America,13,2022-08-20,3.0,433,420,Marketing,Series D,$187,2022,47.60621,-122.33207,187.0
745,1976,Wayfair,Boston,USA,North America,870,2022-08-19,5.0,17400,16530,Retail,Post-IPO,1700,2022,42.35843,-71.05977,700.0
746,1979,New Relic,San Francisco Bay Area,USA,North America,110,2022-08-18,5.0,2200,2090,Infrastructure,Post-IPO,$214,2022,37.77493,-122.41942,214.0
747,1980,Wheel,Austin,USA,North America,35,2022-08-18,17.0,206,171,Healthcare,Series C,$215,2022,30.26715,-97.74306,215.0
748,1984,Malwarebytes,San Francisco Bay Area,USA,North America,125,2022-08-17,14.0,893,768,Security,Series B,$80,2022,37.35411,-121.95524,80.0
749,1990,AlayaCare,Montreal,Canada,North America,80,2022-08-16,14.0,571,491,Healthcare,Series D,$293,2022,45.50884,-73.58781,293.0
750,1991,Pliops,Tel Aviv,Israel,Asia,12,2022-08-16,9.0,133,121,Data,Series D,$205,2022,32.08088,34.78057,205.0
751,1992,Woven,Indianapolis,USA,North America,5,2022-08-16,15.0,33,28,HR,Series A,$11,2022,39.76838,-86.15804,11.0
752,1997,Sema4,Stamford,USA,North America,250,2022-08-15,13.0,1923,1673,Healthcare,Post-IPO,$791,2022,41.05343,-73.53873,791.0
753,1998,Blend,San Francisco Bay Area,USA,North America,220,2022-08-15,12.0,1833,1613,Finance,Post-IPO,$665,2022,37.77493,-122.41942,665.0
754,1999,ContraFect,New York City,USA,North America,16,2022-08-15,37.0,43,27,Healthcare,Post-IPO,$380,2022,40.71427,-74.00597,380.0
755,2003,Peloton,New York City,USA,North America,784,2022-08-12,13.0,6031,5247,Fitness,Post-IPO,$1900,2022,40.71427,-74.00597,1900.0
756,2006,Truepill,San Francisco Bay Area,USA,North America,175,2022-08-11,33.0,530,355,Healthcare,Series D,$255,2022,37.66882,-122.0808,255.0
757,2007,Calm,San Francisco Bay Area,USA,North America,90,2022-08-11,20.0,450,360,Healthcare,Series C,$218,2022,37.77493,-122.41942,218.0
758,2008,FourKites,Chicago,USA,North America,60,2022-08-11,8.0,750,690,Logistics,Series D,$201,2022,41.85003,-87.65005,201.0
759,2009,Marketforce,Nairobi,Kenya,Africa,54,2022-08-11,9.0,600,546,Retail,Series A,$42,2022,-1.28333,36.81667,42.0
760,2013,Trybe,Sao Paulo,Brazil,South America,47,2022-08-10,10.0,470,423,Education,Series B,$40,2022,-23.5475,-46.63611,40.0
761,2014,Permutive,London,United Kingdom,Europe,30,2022-08-10,12.0,250,220,Marketing,Series C,$105,2022,51.50853,-0.12574,105.0
762,2018,GoHealth,Chicago,USA,North America,800,2022-08-09,20.0,4000,3200,Healthcare,Post-IPO,$75,2022,41.85003,-87.65005,75.0
763,2019,Hootsuite,Vancouver,Canada,North America,400,2022-08-09,30.0,1333,933,Marketing,Series C,$300,2022,49.24966,-123.11934,300.0
764,2020,Nutanix,San Francisco Bay Area,USA,North America,270,2022-08-09,4.0,6750,6480,Infrastructure,Post-IPO,$1100,2022,37.33939,-121.89496,1100.0
765,2021,Quanterix,Boston,USA,North America,130,2022-08-09,25.0,520,390,Healthcare,Post-IPO,$533,2022,42.35843,-71.05977,533.0
766,2023,MadeiraMadeira,Curitiba,Brazil,South America,60,2022-08-09,3.0,2000,1940,Retail,Series E,$338,2022,-25.42778,-49.27306,338.0
767,2025,Linktree,Melbourne,Australia,Australia,50,2022-08-09,17.0,294,244,Consumer,Unknown,$165,2022,-37.814,144.96332,165.0
768,2026,Shogun,San Francisco Bay Area,USA,North America,48,2022-08-09,30.0,160,112,Retail,Series C,$114,2022,37.5841,-122.36608,114.0
769,2035,Groupon,Chicago,USA,North America,500,2022-08-08,15.0,3333,2833,Retail,Post-IPO,1400,2022,41.85003,-87.65005,400.0
770,2036,Loggi,Sao Paulo,Brazil,South America,500,2022-08-08,15.0,3333,2833,Logistics,Series F,$507,2022,-23.5475,-46.63611,507.0
771,2040,Perion,Tel Aviv,Israel,Asia,20,2022-08-08,5.0,400,380,Marketing,Post-IPO,$76,2022,32.08088,34.78057,76.0
772,2043,iRobot,Boston,USA,North America,140,2022-08-05,10.0,1400,1260,Consumer,Acquired,$30,2022,42.35843,-71.05977,30.0
773,2044,Mejuri,Toronto,Canada,North America,50,2022-08-05,10.0,500,450,Retail,Series B,$28,2022,43.70643,-79.39864,28.0
774,2045,Uberflip,Toronto,Canada,North America,31,2022-08-05,17.0,182,151,Marketing,Series A,$42,2022,43.70643,-79.39864,42.0
775,2048,Doma,San Francisco Bay Area,USA,North America,250,2022-08-04,13.0,1923,1673,Finance,Post-IPO,$679,2022,37.77493,-122.41942,679.0
776,2050,Jam City,Los Angeles,USA,North America,200,2022-08-04,17.0,1176,976,Consumer,Unknown,$652,2022,34.05223,-118.24368,652.0
777,2051,10X Genomics,San Francisco Bay Area,USA,North America,100,2022-08-04,8.0,1250,1150,Healthcare,Post-IPO,$242,2022,37.66243,-121.87468,242.0
778,2052,LEAD,Mumbai,India,Asia,80,2022-08-04,4.0,2000,1920,Education,Series E,$166,2022,19.07283,72.88261,166.0
779,2054,On Deck,San Francisco Bay Area,USA,North America,73,2022-08-04,33.0,221,148,Education,Series A,$20,2022,37.77493,-122.41942,20.0
780,2055,RenoRun,Montreal,Canada,North America,70,2022-08-04,12.0,583,513,Construction,Series B,$163,2022,45.50884,-73.58781,163.0
781,2063,Unbounce,Vancouver,Canada,North America,47,2022-08-03,20.0,235,188,Marketing,Series A,$39,2022,49.24966,-123.11934,39.0
782,2064,Beyond Meat,Los Angeles,USA,North America,40,2022-08-03,4.0,1000,960,Food,Post-IPO,$122,2022,34.05223,-118.24368,122.0
783,2070,Robinhood,San Francisco Bay Area,USA,North America,713,2022-08-02,23.0,3100,2387,Finance,Post-IPO,$5600,2022,37.45383,-122.18219,5600.0
784,2071,Latch,New York City,USA,North America,115,2022-08-02,37.0,311,196,Security,Post-IPO,$342,2022,40.71427,-74.00597,342.0
785,2074,Nylas,San Francisco Bay Area,USA,North America,80,2022-08-02,25.0,320,240,Product,Series C,$175,2022,37.77493,-122.41942,175.0
786,2075,Outreach,Seattle,USA,North America,60,2022-08-02,5.0,1200,1140,Sales,Series G,$489,2022,47.60621,-122.33207,489.0
787,2076,Sendy,Nairobi,Kenya,Africa,54,2022-08-02,20.0,270,216,Logistics,Series B,$26,2022,-1.28333,36.81667,26.0
788,2078,Sendy,Nairobi,Kenya,Africa,30,2022-08-02,10.0,300,270,Logistics,Series B,$26,2022,-1.28333,36.81667,26.0
789,2079,Stedi,Boulder,USA,North America,23,2022-08-02,30.0,77,54,Product,Series B,$75,2022,40.01499,-105.27055,75.0
790,2080,Glossier,New York City,USA,North America,19,2022-08-02,8.0,238,219,Retail,Series E,$266,2022,40.71427,-74.00597,266.0
791,2083,Hash,Sao Paulo,Brazil,South America,58,2022-08-01,50.0,116,58,Finance,Series C,$58,2022,-23.5475,-46.63611,58.0
792,2090,Metigy,Sydney,Australia,Australia,75,2022-07-31,100.0,75,0,Marketing,Series B,$18,2022,-33.86785,151.20732,18.0
793,2091,Vee,Tel Aviv,Israel,Asia,16,2022-07-31,32.0,50,34,HR,Seed,$15,2022,32.08088,34.78057,15.0
794,2094,Clearco,Toronto,Canada,North America,125,2022-07-29,25.0,500,375,Finance,Series C,$681,2022,43.70643,-79.39864,681.0
795,2097,Quantcast,San Francisco Bay Area,USA,North America,40,2022-07-29,6.0,667,627,Marketing,Series C,$65,2022,37.77493,-122.41942,65.0
796,2103,Career Karma,San Francisco Bay Area,USA,North America,60,2022-07-28,33.0,182,122,Education,Series B,$51,2022,37.77493,-122.41942,51.0
797,2104,Metromile,San Francisco Bay Area,USA,North America,60,2022-07-28,20.0,300,240,Finance,Acquired,$510,2022,37.77493,-122.41942,510.0
798,2114,Rivian,Detroit,USA,North America,840,2022-07-27,6.0,14000,13160,Transportation,Post-IPO,$10700,2022,42.33143,-83.04575,10700.0
799,2115,Vox Media,Washington DC,USA,North America,39,2022-07-27,2.0,1950,1911,Media,Series F,$307,2022,38.89511,-77.03637,307.0
800,2116,Coinsquare,Toronto,Canada,North America,30,2022-07-27,24.0,125,95,Crypto,Unknown,$98,2022,43.70643,-79.39864,98.0
801,2117,Skai,Tel Aviv,Israel,Asia,30,2022-07-27,4.0,750,720,Marketing,Series E,$60,2022,32.08088,34.78057,60.0
802,2118,Shopify,Ottawa,Canada,North America,1000,2022-07-26,10.0,10000,9000,Retail,Post-IPO,$122,2022,45.41117,-75.69812,122.0
803,2120,Fiverr,Tel Aviv,Israel,Asia,60,2022-07-26,8.0,750,690,Other,Post-IPO,$111,2022,32.08088,34.78057,111.0
804,2121,InDebted,Sydney,Australia,Australia,40,2022-07-26,17.0,235,195,Finance,Series B,$41,2022,-33.86785,151.20732,41.0
805,2122,Outbrain,New York City,USA,North America,38,2022-07-26,3.0,1267,1229,Marketing,Post-IPO,$394,2022,40.71427,-74.00597,394.0
806,2123,Dover,San Francisco Bay Area,USA,North America,23,2022-07-26,30.0,77,54,Recruiting,Series A,$22,2022,37.33939,-121.89496,22.0
807,2124,Immutable,Sydney,Australia,Australia,20,2022-07-26,6.0,333,313,Crypto,Series C,$279,2022,-33.86785,151.20732,279.0
808,2126,Pear Therapeutics,Boston,USA,North America,25,2022-07-25,9.0,278,253,Healthcare,Post-IPO,$409,2022,42.35843,-71.05977,409.0
809,2128,Soluto,Tel Aviv,Israel,Asia,120,2022-07-24,100.0,120,0,Support,Acquired,$18,2022,32.08088,34.78057,18.0
810,2129,Eucalyptus,Sydney,Australia,Australia,50,2022-07-22,20.0,250,200,Healthcare,Series C,$69,2022,-33.86785,151.20732,69.0
811,2131,Quanto,Sao Paulo,Brazil,South America,28,2022-07-22,22.0,127,99,Finance,Series A,$15,2022,-23.5475,-46.63611,15.0
812,2132,Clarify Health,San Francisco Bay Area,USA,North America,15,2022-07-22,5.0,300,285,Healthcare,Series D,$328,2022,37.77493,-122.41942,328.0
813,2138,Blockchain.com,London,United Kingdom,Europe,150,2022-07-21,25.0,600,450,Crypto,Series D,$490,2022,51.50853,-0.12574,490.0
814,2141,WHOOP,Boston,USA,North America,95,2022-07-21,15.0,633,538,Fitness,Series F,$404,2022,42.35843,-71.05977,404.0
815,2142,Rad Power Bikes,Seattle,USA,North America,63,2022-07-21,10.0,630,567,Transportation,Series D,$329,2022,47.60621,-122.33207,329.0
816,2143,Lunchbox,New York City,USA,North America,60,2022-07-21,33.0,182,122,Food,Series B,$72,2022,40.71427,-74.00597,72.0
817,2144,RealSelf,Seattle,USA,North America,11,2022-07-21,5.0,220,209,Healthcare,Series B,$42,2022,47.60621,-122.33207,42.0
818,2151,Flyhomes,Seattle,USA,North America,200,2022-07-20,20.0,1000,800,Real Estate,Series C,$310,2022,47.60621,-122.33207,310.0
819,2154,Lyft,San Francisco Bay Area,USA,North America,60,2022-07-20,2.0,3000,2940,Transportation,Post-IPO,$4900,2022,37.77493,-122.41942,4900.0
820,2155,Introhive,Ferdericton,Canada,North America,57,2022-07-20,16.0,356,299,Sales,Series C,$125,2022,45.9636,-66.6431,125.0
821,2156,Zencity,Tel Aviv,Israel,Asia,30,2022-07-20,20.0,150,120,Other,Unknown,$51,2022,32.08088,34.78057,51.0
822,2158,Forma.ai,Toronto,Canada,North America,15,2022-07-20,9.0,167,152,Sales,Series B,$58,2022,43.70643,-79.39864,58.0
823,2161,Olive,Columbus,USA,North America,450,2022-07-19,31.0,1452,1002,Healthcare,Series H,$856,2022,39.96118,-82.99879,856.0
824,2167,Gemini,New York City,USA,North America,68,2022-07-18,7.0,971,903,Crypto,Unknown,$423,2022,40.71427,-74.00597,423.0
825,2168,Lusha,New York City,USA,North America,30,2022-07-18,10.0,300,270,Marketing,Series B,$245,2022,40.71427,-74.00597,245.0
826,2174,Bright Money,Bengaluru,India,Asia,100,2022-07-15,50.0,200,100,Finance,Series A,$31,2022,12.97194,77.59369,31.0
827,2175,Project44,Chicago,USA,North America,63,2022-07-15,5.0,1260,1197,Logistics,Unknown,$817,2022,41.85003,-87.65005,817.0
828,2176,Heroes,London,United Kingdom,Europe,24,2022-07-15,20.0,120,96,Retail,Unknown,$265,2022,51.50853,-0.12574,265.0
829,2179,Zego,London,United Kingdom,Europe,85,2022-07-14,17.0,500,415,Finance,Series C,$202,2022,51.50853,-0.12574,202.0
830,2180,The Mom Project,Chicago,USA,North America,54,2022-07-14,15.0,360,306,HR,Series C,$115,2022,41.85003,-87.65005,115.0
831,2181,Unstoppable Do.,San Francisco Bay Area,USA,North America,42,2022-07-14,25.0,168,126,Crypto,Series B,$7,2022,37.77493,-122.41942,7.0
832,2182,Kiavi,San Francisco Bay Area,USA,North America,39,2022-07-14,7.0,557,518,Real Estate,Series E,$240,2022,37.77493,-122.41942,240.0
833,2186,Wave,Dakar,Senegal,Africa,300,2022-07-13,15.0,2000,1700,Finance,Series A,$292,2022,14.6937,-17.44406,292.0
834,2187,Tonal,San Francisco Bay Area,USA,North America,262,2022-07-13,35.0,749,487,Fitness,Series E,$450,2022,37.77493,-122.41942,450.0
835,2188,Fabric,New York City,USA,North America,120,2022-07-13,40.0,300,180,Logistics,Series C,$336,2022,40.71427,-74.00597,336.0
836,2189,Bryter,Berlin,Germany,Europe,100,2022-07-13,30.0,333,233,Product,Series B,$89,2022,52.52437,13.41053,89.0
837,2190,ChowNow,Los Angeles,USA,North America,100,2022-07-13,20.0,500,400,Food,Series C,$64,2022,34.05223,-118.24368,64.0
838,2191,Involves,Florianopolis,Brazil,South America,70,2022-07-13,18.0,389,319,Retail,Unknown,$23,2022,-27.59667,-48.54917,23.0
839,2194,Arrival,London,United Kingdom,Europe,480,2022-07-13,30.0,2080,1600,Transportation,Post-IPO,$629,2022,51.50853,-0.12574,629.0
840,2197,Gopuff,Philadelphia,USA,North America,1500,2022-07-12,10.0,15000,13500,Food,Series H,$3400,2022,39.95238,-75.16362,3400.0
841,2200,Hubilo,San Francisco Bay Area,USA,North America,45,2022-07-12,12.0,375,330,Marketing,Series B,$153,2022,37.77493,-122.41942,153.0
842,2204,Hopin,London,United Kingdom,Europe,242,2022-07-11,29.0,834,592,Other,Series D,$1000,2022,51.50853,-0.12574,1000.0
843,2206,SundaySky,New York City,USA,North America,24,2022-07-11,13.0,185,161,Marketing,Series D,$74,2022,40.71427,-74.00597,74.0
844,2212,Butler Hospitality,New York City,USA,North America,1000,2022-07-08,100.0,1000,0,Food,Series B,$50,2022,40.71427,-74.00597,50.0
845,2213,Calibrate,New York City,USA,North America,156,2022-07-08,24.0,650,494,Healthcare,Series B,$127,2022,40.71427,-74.00597,127.0
846,2215,Argo AI,Pittsburgh,USA,North America,150,2022-07-07,5.0,3000,2850,Transportation,Unknown,3600,2022,40.44062,-79.99589,600.0
847,2216,Next Insurance,San Francisco Bay Area,USA,North America,150,2022-07-07,17.0,882,732,Finance,Series E,$881,2022,37.44188,-122.14302,881.0
848,2218,Emotive,Los Angeles,USA,North America,30,2022-07-07,18.0,167,137,Marketing,Series B,$78,2022,34.05223,-118.24368,78.0
849,2221,Remote,San Francisco Bay Area,USA,North America,100,2022-07-06,9.0,1111,1011,HR,Series C,$496,2022,37.77493,-122.41942,496.0
850,2223,Anodot,Tel Aviv,Israel,Asia,35,2022-07-06,27.0,130,95,Data,Series C,$64,2022,32.08088,34.78057,64.0
851,2224,SQream,New York City,USA,North America,30,2022-07-06,18.0,167,137,Data,Series B,$77,2022,40.71427,-74.00597,77.0
852,2225,Anodot,Tel Aviv,Israel,Asia,15,2022-07-06,20.0,75,60,Data,Series C,$64,2022,32.08088,34.78057,64.0
853,2227,Loft,Sao Paulo,Brazil,South America,384,2022-07-05,12.0,3200,2816,Real Estate,Unknown,$788,2022,-23.5475,-46.63611,788.0
854,2228,Bizzabo,New York City,USA,North America,120,2022-07-05,30.0,400,280,Marketing,Series E,$194,2022,40.71427,-74.00597,194.0
855,2229,eToro,Tel Aviv,Israel,Asia,100,2022-07-05,6.0,1667,1567,Finance,Unknown,$322,2022,32.08088,34.78057,322.0
856,2230,Verbit,New York City,USA,North America,80,2022-07-05,10.0,800,720,Data,Series E,$569,2022,40.71427,-74.00597,569.0
857,2231,Outschool,San Francisco Bay Area,USA,North America,31,2022-07-05,18.0,172,141,Education,Series D,$240,2022,37.77493,-122.41942,240.0
858,2232,Bullish,Hong Kong,Hong Kong,Asia,30,2022-07-05,8.0,375,345,Crypto,Unknown,$300,2022,22.27832,114.17469,300.0
859,2233,Transmit Security,Boston,USA,North America,27,2022-07-05,7.0,386,359,Security,Series A,$583,2022,42.35843,-71.05977,583.0
860,2234,Thimble,New York City,USA,North America,20,2022-07-05,33.0,61,41,Finance,Series A,$28,2022,40.71427,-74.00597,28.0
861,2235,Syte,Tel Aviv,Israel,Asia,13,2022-07-05,8.0,163,150,Retail,Series C,$71,2022,32.08088,34.78057,71.0
862,2236,Lightricks,Jerusalem,Israel,Asia,80,2022-07-04,12.0,667,587,Consumer,Series D,$335,2022,31.76904,35.21633,335.0
863,2238,Sendle,Sydney,Australia,Australia,27,2022-07-04,12.0,225,198,Logistics,Series C,$69,2022,-33.86785,151.20732,69.0
864,2239,Lendis,Berlin,Germany,Europe,18,2022-07-04,15.0,120,102,Other,Series A,$90,2022,52.52437,13.41053,90.0
865,2242,Celsius,New York City,USA,North America,150,2022-07-03,25.0,600,450,Crypto,Series B,$864,2022,40.71427,-74.00597,864.0
866,2246,WanderJaunt,San Francisco Bay Area,USA,North America,85,2022-07-01,100.0,85,0,Travel,Series B,$26,2022,37.77493,-122.41942,26.0
867,2247,Canoo,Los Angeles,USA,North America,58,2022-07-01,6.0,967,909,Transportation,Post-IPO,$300,2022,34.05223,-118.24368,300.0
868,2249,Teleport,San Francisco Bay Area,USA,North America,15,2022-07-01,6.0,250,235,Infrastructure,Series C,$169,2022,37.80437,-122.2708,169.0
869,2251,Enjoy,San Francisco Bay Area,USA,North America,400,2022-06-30,18.0,2222,1822,Retail,Post-IPO,$310,2022,37.44188,-122.14302,310.0
870,2252,Crejo.Fun,Bengaluru,India,Asia,170,2022-06-30,100.0,170,0,Education,Seed,$3,2022,12.97194,77.59369,3.0
871,2253,Stash Financial,New York City,USA,North America,40,2022-06-30,8.0,500,460,Finance,Unknown,$480,2022,40.71427,-74.00597,480.0
872,2254,Nate,New York City,USA,North America,30,2022-06-30,20.0,150,120,Retail,Series A,$47,2022,40.71427,-74.00597,47.0
873,2256,Stream,Boulder,USA,North America,20,2022-06-30,12.0,167,147,Product,Series B,$58,2022,40.01499,-105.27055,58.0
874,2257,Finleap Connect,Hamburg,Germany,Europe,14,2022-06-30,10.0,140,126,Finance,Series A,$22,2022,53.55073,9.99302,22.0
875,2258,Abra,San Francisco Bay Area,USA,North America,12,2022-06-30,5.0,240,228,Crypto,Series C,$106,2022,37.70215,-121.93579,106.0
876,2263,Unity,San Francisco Bay Area,USA,North America,200,2022-06-29,4.0,5000,4800,Other,Post-IPO,$1300,2022,37.77493,-122.41942,1300.0
877,2264,Niantic,San Francisco Bay Area,USA,North America,85,2022-06-29,8.0,1063,978,Consumer,Series D,$770,2022,37.77493,-122.41942,770.0
878,2266,Qumulo,Seattle,USA,North America,80,2022-06-29,19.0,421,341,Data,Series E,$347,2022,47.60621,-122.33207,347.0
879,2267,Clutch,Toronto,Canada,North America,76,2022-06-29,22.0,345,269,Transportation,Series B,$153,2022,43.70643,-79.39864,153.0
880,2269,Oye Rickshaw,New Delhi,India,Asia,40,2022-06-29,20.0,200,160,Transportation,Unknown,$13,2022,28.65195,77.23149,13.0
881,2270,Rows,Berlin,Germany,Europe,18,2022-06-29,30.0,60,42,Other,Series B,$25,2022,52.52437,13.41053,25.0
882,2271,Baton,San Francisco Bay Area,USA,North America,16,2022-06-29,25.0,64,48,Transportation,Series A,$13,2022,37.77493,-122.41942,13.0
883,2272,Substack,San Francisco Bay Area,USA,North America,13,2022-06-29,14.0,93,80,Media,Series B,$82,2022,37.77493,-122.41942,82.0
884,2278,Huobi,Bejing,China,Asia,300,2022-06-28,30.0,1000,700,Crypto,Unknown,$2,2022,39.9075,116.39723,2.0
885,2280,StockX,Detroit,USA,North America,120,2022-06-28,8.0,1500,1380,Retail,Series E,$690,2022,42.33143,-83.04575,690.0
886,2281,Sidecar Health,Los Angeles,USA,North America,110,2022-06-28,40.0,275,165,Healthcare,Series C,$163,2022,34.05223,-118.24368,163.0
887,2283,Vezeeta,Dubai,United Arabian Emirates,Asia,50,2022-06-28,10.0,500,450,Healthcare,Series D,$71,2022,25.07725,55.30927,71.0
888,2284,Bright Machines,San Francisco Bay Area,USA,North America,30,2022-06-28,8.0,375,345,Data,Unknown,$250,2022,37.77493,-122.41942,250.0
889,2285,HealthMatch,Sydney,Australia,Australia,18,2022-06-28,50.0,36,18,Healthcare,Series B,$20,2022,-33.86785,151.20732,20.0
890,2289,AppLovin,San Francisco Bay Area,USA,North America,300,2022-06-27,12.0,2500,2200,Marketing,Post-IPO,$1600,2022,37.44188,-122.14302,1600.0
891,2290,UiPath,New York City,USA,North America,210,2022-06-27,5.0,4200,3990,Data,Post-IPO,$2000,2022,40.71427,-74.00597,2000.0
892,2291,Udaan,Bengaluru,India,Asia,180,2022-06-27,4.0,4500,4320,Retail,Unknown,1500,2022,12.97194,77.59369,500.0
893,2293,Banxa,Melbourne,Australia,Australia,70,2022-06-27,30.0,233,163,Crypto,Post-IPO,$13,2022,-37.814,144.96332,13.0
894,2294,SafeGraph,San Francisco Bay Area,USA,North America,27,2022-06-27,25.0,108,81,Data,Series B,$61,2022,37.77493,-122.41942,61.0
895,2297,Bitpanda,Vienna,Austria,Europe,270,2022-06-24,27.0,1000,730,Crypto,Series C,$546,2022,48.20849,16.37208,546.0
896,2298,Sunday,Atlanta,USA,North America,90,2022-06-24,23.0,391,301,Finance,Series A,$124,2022,33.749,-84.38798,124.0
897,2299,Bestow,Dallas,USA,North America,41,2022-06-24,14.0,293,252,Finance,Series C,$137,2022,32.78306,-96.80667,137.0
898,2300,Ethos Life,San Francisco Bay Area,USA,North America,40,2022-06-24,12.0,333,293,Finance,Series D,$406,2022,37.77493,-122.41942,406.0
899,2303,Netflix,San Francisco Bay Area,USA,North America,300,2022-06-23,3.0,10000,9700,Media,Post-IPO,$121900,2022,37.22661,-121.97468,121900.0
900,2304,Aura,Boston,USA,North America,70,2022-06-23,9.0,778,708,Security,Series F,$500,2022,42.35843,-71.05977,500.0
901,2305,Pipl,Spokane,USA,North America,22,2022-06-23,13.0,169,147,Security,Unknown,$19,2022,47.65966,-117.42908,19.0
902,2306,Vouch,San Francisco Bay Area,USA,North America,15,2022-06-23,7.0,214,199,Finance,Series C,$159,2022,37.77493,-122.41942,159.0
903,2307,Voyage SMS,Los Angeles,USA,North America,8,2022-06-23,13.0,62,54,Marketing,Unknown,$10,2022,34.05223,-118.24368,10.0
904,2314,MasterClass,San Francisco Bay Area,USA,North America,120,2022-06-22,20.0,600,480,Education,Series E,$461,2022,37.77493,-122.41942,461.0
